,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1058,31,0.14956855225311602,670,0.1383975026014568,26,1,0.14686468646864687,1,16,1,1,31,3,1,0.16095890410958943,3,2,2911,15170,1,1,0,17,3,4,80,1,5,1,2,5,2,4,3
1059,29,0.14956855225311602,408,0.1383975026014568,25,5,0.24242313209808733,1,565,3,0,71,2,1,0.16095890410958943,2,1,2546,18300,5,1,0,16,3,2,80,0,6,2,4,2,2,1,1
1060,21,0.14956855225311602,984,0.1383975026014568,1,1,0.24242313209808733,1,1131,4,0,70,2,1,0.16095890410958943,2,0,2070,25326,1,1,1,11,3,3,80,0,2,6,4,2,2,2,2
1061,34,0.14956855225311602,970,0.1383975026014568,8,2,0.13577586206896552,1,757,2,0,96,3,2,0.06870368828064846,3,0,6142,7360,3,1,0,11,3,4,80,0,10,2,3,5,1,4,3
1062,27,0.08000018359368788,1277,0.1383975026014568,8,5,0.14686468646864687,1,1094,1,1,87,1,1,0.23938223937897848,3,1,4621,5869,1,1,0,19,3,4,80,3,3,4,3,3,2,1,2
1063,24,0.14956855225311602,984,0.1383975026014568,17,2,0.14686468646864687,1,1219,4,0,97,3,1,0.23938223937897848,2,1,2210,3372,1,1,0,13,3,1,80,1,1,3,1,1,0,0,0
1064,38,0.2490974729235817,888,0.19008460036286423,10,4,0.22673012399864786,1,1563,3,1,71,3,2,0.22804546072229726,3,1,6077,14814,3,1,0,11,3,3,80,0,10,2,3,6,3,1,2
1065,21,0.14956855225311602,996,0.1383975026014568,3,2,0.13577586206896552,1,379,4,1,100,2,1,0.16095890410958943,3,0,3230,10531,1,1,0,17,3,1,80,0,3,4,4,3,2,1,0
1066,31,0.2490974729235817,307,0.1383975026014568,29,2,0.13577586206896552,1,355,3,1,71,2,1,0.23938223937897848,2,0,3479,11652,0,1,0,11,3,2,80,0,6,2,4,5,4,1,4
1067,35,0.14956855225311602,755,0.1383975026014568,9,4,0.14686468646864687,1,496,3,1,97,2,2,0.06870368828064846,2,0,6540,19394,9,1,0,19,3,3,80,0,10,5,3,1,1,0,0
1068,18,0.08000018359368788,247,0.1383975026014568,8,1,0.13577586206896552,1,1156,3,1,80,3,1,0.23938223937897848,3,0,1904,13556,1,1,0,12,3,4,80,0,0,0,3,0,0,0,0
1069,45,0.14956855225311602,549,0.1383975026014568,8,4,0.13420118338933018,1,452,4,1,75,3,2,0.16095890410958943,4,1,3697,9278,9,1,0,14,3,1,80,2,12,3,3,10,9,9,8
1070,34,0.2490974729235817,988,0.19008460036286423,23,3,0.22673012399864786,1,590,2,0,43,3,3,0.22804546072229726,1,2,9950,11533,9,1,1,15,3,3,80,3,11,2,3,3,2,0,2
1071,36,0.14956855225311602,311,0.1383975026014568,7,3,0.14686468646864687,1,1659,1,1,77,3,1,0.23938223937897848,2,0,2013,10950,2,1,0,11,3,3,80,0,15,4,3,4,3,1,3
1072,31,0.2490974729235817,703,0.2062780269058296,2,3,0.14686468646864687,1,1379,3,0,90,2,1,0.3971571172349599,4,0,2785,11882,7,1,0,14,3,3,80,0,3,3,4,1,0,0,0
1073,42,0.14956855225311602,691,0.2062780269058296,8,4,0.22012573203437844,1,35,3,1,48,3,2,0.17484662576687046,2,1,6825,21173,0,1,0,11,3,4,80,1,10,2,3,9,7,4,2
1074,28,0.14956855225311602,890,0.1383975026014568,2,4,0.13577586206896552,1,828,3,1,46,3,1,0.16095890410958943,3,0,4382,16374,6,1,0,17,3,4,80,0,5,3,2,2,2,2,1
1075,33,0.14956855225311602,1242,0.2062780269058296,8,4,0.14686468646864687,1,1560,1,1,46,3,2,0.17484662576687046,1,1,6392,10589,2,1,0,13,3,4,80,1,8,6,1,2,2,2,2
1076,58,0.14956855225311602,1055,0.1383975026014568,1,3,0.13577586206896552,1,1423,4,0,76,3,5,0.02533683182797013,1,1,19701,22456,3,1,1,21,4,3,80,1,32,3,3,9,8,1,5
1077,35,0.14956855225311602,802,0.1383975026014568,10,3,0.13420118338933018,1,1028,2,1,45,3,1,0.23938223937897848,4,2,3917,9541,1,1,0,20,4,1,80,1,3,4,2,3,2,1,2
1078,27,0.2490974729235817,994,0.2062780269058296,8,3,0.14686468646864687,1,56,4,1,37,3,3,0.17484662576687046,3,0,8726,2975,1,1,0,15,3,4,80,0,9,0,3,9,8,1,7
1079,44,0.14956855225311602,986,0.1383975026014568,8,4,0.14686468646864687,1,874,1,1,62,4,1,0.23938223937897848,4,1,2818,5044,2,1,1,24,4,3,80,1,10,2,2,3,2,0,2
1080,38,0.2490974729235817,471,0.1383975026014568,12,3,0.14686468646864687,1,837,1,1,45,2,2,0.06870368828064846,1,2,6288,4284,2,1,0,15,3,3,80,1,13,3,2,4,3,1,2
1081,36,0.14956855225311602,1218,0.2062780269058296,9,4,0.14686468646864687,1,27,3,1,82,2,1,0.3971571172349599,1,0,3407,6986,7,1,0,23,4,2,80,0,10,4,3,5,3,0,3
1082,26,0.2490974729235817,1283,0.2062780269058296,1,3,0.13577586206896552,1,956,3,1,52,2,2,0.17484662576687046,1,0,4294,11148,1,1,0,12,3,2,80,0,7,2,3,7,7,0,7
1083,35,0.14956855225311602,1232,0.2062780269058296,16,3,0.22012573203437844,1,406,3,1,96,3,3,0.17484662576687046,2,1,8020,5100,0,1,0,15,3,3,80,2,12,3,2,11,9,6,9
1084,29,0.14956855225311602,805,0.1383975026014568,1,2,0.14686468646864687,1,816,2,0,36,2,1,0.23938223937897848,1,1,2319,6689,1,1,1,11,3,4,80,1,1,1,3,1,0,0,0
1085,30,0.14956855225311602,1275,0.1383975026014568,28,2,0.13577586206896552,1,441,4,0,64,3,2,0.16095890410958943,4,1,5775,11934,1,1,0,13,3,4,80,2,11,2,3,10,8,1,9
1086,44,0.14956855225311602,661,0.1383975026014568,9,2,0.14686468646864687,1,913,2,1,61,3,1,0.16095890410958943,1,1,2559,7508,1,1,1,13,3,4,80,0,8,0,3,8,7,7,1
1087,38,0.14956855225311602,849,0.1383975026014568,25,2,0.14686468646864687,1,421,1,0,81,2,3,0.02533683182797013,2,1,12061,26707,3,1,0,17,3,3,80,1,19,2,3,10,8,0,1
1088,37,0.14956855225311602,1225,0.1383975026014568,10,2,0.14686468646864687,1,715,4,1,80,4,1,0.16095890410958943,4,0,4680,15232,3,1,0,17,3,1,80,0,4,2,3,1,0,0,0
1089,27,0.14956855225311602,1115,0.1383975026014568,3,4,0.13577586206896552,1,700,1,1,54,2,1,0.16095890410958943,4,0,2045,15174,0,1,0,13,3,4,80,0,5,0,3,4,2,1,1
1090,28,0.08000018359368788,280,0.19008460036286423,1,2,0.14686468646864687,1,1858,3,1,43,3,1,0.22804546072229726,4,2,2706,10494,1,1,0,15,3,2,80,1,3,2,3,3,2,2,2
1091,35,0.08000018359368788,1212,0.2062780269058296,8,2,0.22012573203437844,1,1243,3,0,78,2,3,0.17484662576687046,4,1,10377,13755,4,1,1,11,3,2,80,1,16,6,2,13,2,4,12
1092,45,0.14956855225311602,374,0.2062780269058296,20,3,0.14686468646864687,1,2046,4,0,50,3,2,0.17484662576687046,3,0,4850,23333,8,1,0,15,3,3,80,0,8,3,3,5,3,0,1
1093,43,0.14956855225311602,574,0.1383975026014568,11,3,0.14686468646864687,1,1971,1,1,30,3,3,0.06870368828064846,3,1,7510,16873,1,1,0,17,3,2,80,1,10,1,3,10,9,0,9
1094,26,0.14956855225311602,1330,0.1383975026014568,21,3,0.13577586206896552,1,1107,1,1,37,3,1,0.23938223937897848,3,2,2377,19373,1,1,0,20,4,3,80,1,1,0,2,1,1,0,0
1095,40,0.14956855225311602,302,0.1383975026014568,6,3,0.14686468646864687,1,601,2,0,75,3,4,0.06896586105729074,3,0,13237,20364,7,1,0,15,3,3,80,0,22,3,3,20,6,5,13
1096,29,0.2490974729235817,115,0.2062780269058296,13,3,0.24242313209808733,1,1487,1,0,51,3,2,0.17484662576687046,2,0,5765,17485,5,1,0,11,3,1,80,0,7,4,1,5,3,0,0
1097,41,0.2490974729235817,143,0.2062780269058296,4,3,0.22012573203437844,1,488,1,1,56,3,2,0.17484662576687046,2,0,9355,9558,1,1,0,18,3,3,80,0,8,5,3,8,7,7,7
1098,39,0.14956855225311602,1089,0.1383975026014568,6,3,0.14686468646864687,1,1525,2,0,32,3,3,0.06896586105729074,2,0,8376,9150,4,1,0,18,3,4,80,0,9,3,3,2,0,2,2
1099,38,0.14956855225311602,437,0.2062780269058296,16,3,0.14686468646864687,1,1583,2,0,90,3,2,0.17484662576687046,2,0,4198,16379,2,1,0,12,3,2,80,0,8,5,4,3,2,1,2
1100,26,0.14956855225311602,1349,0.1383975026014568,23,3,0.14686468646864687,1,560,1,0,90,3,1,0.16095890410958943,4,2,2886,3032,1,1,0,22,4,2,80,2,3,3,1,3,2,0,2
1101,28,0.2490974729235817,783,0.2062780269058296,1,2,0.14686468646864687,1,1927,3,1,42,2,2,0.17484662576687046,4,1,6834,19255,1,1,1,12,3,3,80,1,7,2,3,7,7,0,7
1102,50,0.14956855225311602,1464,0.1383975026014568,2,4,0.13577586206896552,1,1061,2,1,62,3,5,0.02533683182797013,3,1,19237,12853,2,1,1,11,3,4,80,1,29,2,2,8,1,7,7
1103,34,0.2490974729235817,560,0.1383975026014568,1,4,0.13420118338933018,1,1431,4,1,91,3,1,0.16095890410958943,1,2,2996,20284,5,1,0,14,3,3,80,2,10,2,3,4,3,1,3
1104,43,0.14956855225311602,982,0.1383975026014568,12,3,0.14686468646864687,1,520,1,1,59,2,4,0.02533683182797013,2,2,14336,4345,1,1,0,11,3,3,80,1,25,3,3,25,10,3,9
1105,44,0.2490974729235817,383,0.2062780269058296,1,5,0.22012573203437844,1,1481,1,0,79,3,2,0.17484662576687046,3,1,4768,9282,7,1,0,12,3,3,80,1,11,4,2,1,0,0,0
1106,25,0.14956855225311602,622,0.2062780269058296,13,1,0.13577586206896552,1,645,2,1,40,3,1,0.3971571172349599,3,1,2096,26376,1,1,0,11,3,3,80,0,7,1,3,7,4,0,6
1107,47,0.2490974729235817,719,0.2062780269058296,27,2,0.14686468646864687,1,785,2,0,77,4,2,0.17484662576687046,3,0,6397,10339,4,1,1,12,3,4,80,0,8,2,3,5,4,1,3
1108,43,0.14956855225311602,177,0.1383975026014568,8,3,0.14686468646864687,1,920,1,0,55,3,2,0.06896586105729074,2,2,4765,23814,4,1,0,21,4,3,80,1,4,2,4,1,0,0,0
1109,36,0.14956855225311602,429,0.1383975026014568,2,4,0.14686468646864687,1,1294,3,0,53,3,2,0.06896586105729074,2,0,5410,2323,9,1,1,11,3,4,80,0,18,2,3,16,14,5,12
1110,47,0.2490974729235817,1093,0.2062780269058296,9,3,0.14686468646864687,1,1716,3,1,82,1,4,0.17484662576687046,3,1,12936,24164,7,1,0,11,3,3,80,0,25,3,1,23,5,14,10
1111,30,0.14956855225311602,946,0.1383975026014568,2,3,0.13577586206896552,1,833,3,0,52,2,2,0.06896586105729074,4,0,6877,20234,5,1,1,24,4,2,80,0,12,4,2,0,0,0,0
1112,37,0.14956855225311602,1305,0.1383975026014568,10,4,0.14686468646864687,1,518,3,1,49,3,2,0.06896586105729074,2,0,4197,21123,2,1,1,12,3,4,80,0,18,2,2,1,0,0,1
1113,29,0.14956855225311602,657,0.1383975026014568,27,3,0.13577586206896552,1,793,2,0,66,3,2,0.06870368828064846,3,1,4335,25549,4,1,0,12,3,1,80,1,11,3,2,8,7,1,1
1114,30,0.14956855225311602,1092,0.1383975026014568,10,3,0.13577586206896552,1,1816,1,0,64,3,3,0.06896586105729074,3,0,9667,2739,9,1,0,14,3,2,80,0,9,3,3,7,7,0,2
1115,24,0.14956855225311602,240,0.19008460036286423,22,1,0.22673012399864786,1,1714,4,1,58,1,1,0.22804546072229726,3,1,1555,11585,1,1,0,11,3,3,80,1,1,2,3,1,0,0,0
1116,28,0.14956855225311602,529,0.1383975026014568,2,4,0.14686468646864687,1,364,1,1,79,3,1,0.23938223937897848,3,0,3485,14935,2,1,0,11,3,3,80,0,5,5,1,0,0,0,0
1117,40,0.2490974729235817,593,0.1383975026014568,9,4,0.13577586206896552,1,1166,2,0,88,3,3,0.02533683182797013,3,0,13499,13782,9,1,0,17,3,3,80,0,20,3,2,18,7,2,13
1118,48,0.14956855225311602,626,0.1383975026014568,1,2,0.14686468646864687,1,64,1,1,98,2,3,0.23938223937897848,3,0,5381,19294,9,1,1,13,3,4,80,0,23,2,3,1,0,0,0
1119,43,0.2490974729235817,1422,0.2062780269058296,2,4,0.14686468646864687,1,1849,1,1,92,3,2,0.17484662576687046,4,1,5675,19246,1,1,0,20,4,3,80,1,7,5,3,7,7,7,7
1120,45,0.2490974729235817,1297,0.1383975026014568,1,4,0.13577586206896552,1,1922,2,1,44,3,2,0.06870368828064846,3,0,5399,14511,4,1,0,12,3,3,80,0,12,3,3,4,2,0,3
1121,38,0.14956855225311602,268,0.1383975026014568,2,5,0.13577586206896552,1,773,4,1,92,3,1,0.16095890410958943,3,1,3057,20471,6,1,1,13,3,2,80,1,6,0,1,1,0,0,1
1122,46,0.14956855225311602,150,0.1383975026014568,2,4,0.24242313209808733,1,1228,4,1,60,3,2,0.06896586105729074,4,2,7379,17433,2,1,0,11,3,3,80,1,12,3,2,6,3,1,4
1123,46,0.14956855225311602,717,0.1383975026014568,13,4,0.14686468646864687,1,1727,3,1,34,3,2,0.06870368828064846,2,0,5562,9697,6,1,0,14,3,4,80,0,19,3,3,10,7,0,9
1124,54,0.14956855225311602,685,0.1383975026014568,3,3,0.14686468646864687,1,1250,4,1,85,3,4,0.02533683182797013,4,1,17779,23474,3,1,0,14,3,1,80,0,36,2,3,10,9,0,9
1125,40,0.14956855225311602,989,0.1383975026014568,4,1,0.13577586206896552,1,253,4,0,46,3,5,0.04905041685272943,3,1,19033,6499,1,1,0,14,3,2,80,1,21,2,3,20,8,9,9
1126,35,0.2490974729235817,664,0.1383975026014568,1,3,0.13577586206896552,1,88,2,1,79,3,1,0.16095890410958943,1,1,2194,5868,4,1,0,13,3,4,80,1,5,2,2,3,2,1,2
1127,48,0.14956855225311602,1108,0.1383975026014568,15,4,0.13420118338933018,1,1576,3,0,65,3,1,0.16095890410958943,1,1,2367,16530,8,1,0,12,3,4,80,1,10,3,2,8,2,7,6
1128,26,0.14956855225311602,471,0.1383975026014568,24,3,0.24242313209808733,1,622,3,1,66,1,1,0.23938223937897848,4,0,2340,23213,1,1,1,18,3,2,80,0,1,3,1,1,0,0,0
1129,38,0.2490974729235817,1444,0.19008460036286423,1,4,0.13420118338933018,1,1972,4,1,88,3,1,0.22804546072229726,2,1,2991,5224,0,1,1,11,3,2,80,1,7,2,3,6,2,1,2
1130,47,0.2490974729235817,1309,0.2062780269058296,4,1,0.13577586206896552,1,467,2,1,99,3,2,0.3971571172349599,3,0,2976,25751,3,1,0,19,3,1,80,0,5,3,3,0,0,0,0
1131,45,0.08000018359368788,1052,0.2062780269058296,6,3,0.13577586206896552,1,302,4,0,57,2,3,0.17484662576687046,4,0,8865,16840,6,1,0,12,3,4,80,0,23,2,3,19,7,12,8
1132,54,0.14956855225311602,548,0.1383975026014568,8,4,0.14686468646864687,1,578,3,0,42,3,2,0.23938223937897848,3,0,3780,23428,7,1,0,11,3,3,80,0,19,3,3,1,0,0,0
1133,26,0.2490974729235817,496,0.1383975026014568,11,2,0.13577586206896552,1,390,1,1,60,3,2,0.06870368828064846,1,1,4741,22722,1,1,1,13,3,3,80,1,5,3,3,5,3,3,3
1134,34,0.14956855225311602,629,0.1383975026014568,27,2,0.13577586206896552,1,247,4,0,95,3,1,0.16095890410958943,2,0,2311,5711,2,1,0,15,3,4,80,0,9,3,3,3,2,1,2
1135,35,0.14956855225311602,104,0.1383975026014568,2,3,0.14686468646864687,1,1569,1,0,69,3,1,0.23938223937897848,1,2,2074,26619,1,1,1,12,3,4,80,1,1,2,3,1,0,0,0
1136,39,0.2490974729235817,443,0.1383975026014568,8,1,0.14686468646864687,1,602,3,0,48,3,1,0.23938223937897848,3,1,3755,17872,1,1,0,11,3,1,80,1,8,3,3,8,3,0,7
1137,20,0.14956855225311602,1362,0.1383975026014568,10,1,0.13577586206896552,1,701,4,1,32,3,1,0.16095890410958943,3,0,1009,26999,1,1,1,11,3,4,80,0,1,5,3,1,0,1,1
1138,40,0.14956855225311602,118,0.2062780269058296,14,2,0.14686468646864687,1,1598,4,0,84,3,2,0.17484662576687046,1,1,4639,11262,1,1,0,15,3,3,80,1,5,2,3,5,4,1,2
1139,55,0.14956855225311602,1441,0.1383975026014568,22,3,0.24242313209808733,1,1694,1,1,94,2,1,0.16095890410958943,2,2,3537,23737,5,1,0,12,3,4,80,1,8,1,3,4,2,1,2
1140,38,0.14956855225311602,1180,0.1383975026014568,29,1,0.13577586206896552,1,282,2,1,70,3,2,0.06870368828064846,1,1,6673,11354,7,1,1,19,3,2,80,0,17,2,3,1,0,0,0
1141,30,0.14956855225311602,153,0.1383975026014568,8,2,0.14686468646864687,1,1015,2,0,73,4,3,0.02533683182797013,1,1,11416,17802,0,1,1,12,3,3,80,3,9,4,2,8,7,1,7
1142,26,0.14956855225311602,192,0.1383975026014568,1,2,0.13577586206896552,1,1083,1,1,59,2,1,0.23938223937897848,1,1,3955,11141,1,1,0,16,3,1,80,2,6,2,3,5,3,1,3
1143,33,0.14956855225311602,350,0.2062780269058296,5,3,0.22012573203437844,1,485,4,0,34,3,1,0.3971571172349599,3,0,2851,9150,1,1,1,13,3,2,80,0,1,2,3,1,0,0,0
1144,36,0.14956855225311602,1396,0.1383975026014568,5,2,0.14686468646864687,1,304,4,1,62,3,2,0.23938223937897848,2,0,5914,9945,8,1,0,16,3,4,80,0,16,3,4,13,11,3,7
1145,44,0.14956855225311602,935,0.1383975026014568,3,3,0.14686468646864687,1,1333,1,1,89,3,1,0.23938223937897848,1,1,2362,14669,4,1,0,12,3,3,80,0,10,4,4,3,2,1,2
1146,36,0.2490974729235817,884,0.1383975026014568,23,2,0.13577586206896552,1,2061,3,1,41,4,2,0.23938223937897848,4,1,2571,12290,4,1,0,17,3,3,80,1,17,3,3,5,2,0,3
1147,26,0.14956855225311602,583,0.1383975026014568,4,2,0.14686468646864687,1,1275,3,1,53,3,1,0.16095890410958943,4,0,2875,9973,1,1,1,20,4,2,80,0,8,2,2,8,5,2,2
1148,28,0.2490974729235817,1496,0.2062780269058296,1,3,0.24242313209808733,1,1486,1,1,92,3,1,0.3971571172349599,3,1,2909,15747,3,1,0,15,3,4,80,1,5,3,4,3,2,1,2
1149,35,0.14956855225311602,809,0.1383975026014568,16,3,0.13577586206896552,1,14,1,1,84,4,1,0.23938223937897848,2,1,2426,16479,0,1,0,13,3,3,80,1,6,5,3,5,4,0,3
1150,46,0.2490974729235817,1211,0.2062780269058296,5,4,0.22012573203437844,1,62,1,1,98,3,2,0.17484662576687046,4,0,5772,20445,4,1,1,21,4,3,80,0,14,4,3,9,6,0,8
1151,33,0.2490974729235817,1111,0.2062780269058296,5,1,0.14686468646864687,1,1395,2,1,61,3,2,0.17484662576687046,4,1,9998,19293,6,1,0,13,3,1,80,0,8,2,4,5,4,1,2
1152,38,0.08000018359368788,1336,0.19008460036286423,2,3,0.22673012399864786,1,1805,1,1,100,3,1,0.22804546072229726,2,2,2592,7129,5,1,0,13,3,4,80,3,13,3,3,11,10,3,8
1153,38,0.2490974729235817,240,0.1383975026014568,2,4,0.14686468646864687,1,803,1,0,75,4,2,0.06896586105729074,1,0,5980,26085,6,1,1,12,3,4,80,0,17,2,3,15,7,4,12
1154,47,0.08000018359368788,666,0.1383975026014568,29,4,0.14686468646864687,1,376,1,1,88,3,3,0.04905041685272943,2,1,11849,10268,1,1,1,12,3,4,80,1,10,2,2,10,7,9,9
1155,55,0.14956855225311602,836,0.1383975026014568,8,3,0.13577586206896552,1,84,4,0,33,3,4,0.04905041685272943,3,2,14756,19730,2,1,1,14,3,3,80,3,21,2,3,5,0,0,2
1156,31,0.2490974729235817,561,0.1383975026014568,3,3,0.14686468646864687,1,1537,4,0,33,3,1,0.16095890410958943,3,0,4084,4156,1,1,0,12,3,1,80,0,7,2,1,7,2,7,7
1157,40,0.14956855225311602,1194,0.1383975026014568,2,4,0.13577586206896552,1,2051,3,0,98,3,1,0.16095890410958943,3,1,2001,12549,2,1,0,14,3,2,80,3,20,2,3,5,3,0,2
1158,29,0.14956855225311602,718,0.1383975026014568,8,1,0.13577586206896552,1,1150,2,1,79,2,2,0.06896586105729074,4,1,5056,17689,1,1,1,15,3,3,80,1,10,2,2,10,7,1,2
1159,19,0.14956855225311602,265,0.1383975026014568,25,3,0.14686468646864687,1,1269,2,0,57,4,1,0.16095890410958943,4,0,2994,21221,1,1,1,12,3,4,80,0,1,2,3,1,0,0,1
1160,23,0.14956855225311602,1320,0.1383975026014568,8,1,0.13577586206896552,1,1684,4,1,93,2,1,0.23938223937897848,3,0,3989,20586,1,1,1,11,3,1,80,0,5,2,3,5,4,1,2
1161,49,0.14956855225311602,527,0.1383975026014568,8,2,0.13420118338933018,1,944,1,0,51,3,3,0.23938223937897848,2,1,7403,22477,4,1,0,11,3,3,80,1,29,3,2,26,9,1,7
1162,45,0.2490974729235817,1249,0.1383975026014568,7,3,0.14686468646864687,1,425,1,1,97,3,3,0.23938223937897848,1,2,5210,20308,1,1,0,18,3,1,80,1,24,2,3,24,9,9,11
1163,40,0.14956855225311602,329,0.1383975026014568,1,4,0.14686468646864687,1,1361,2,1,88,3,1,0.23938223937897848,2,1,2387,6762,3,1,0,22,4,3,80,1,7,3,3,4,2,0,3
1164,35,0.14956855225311602,607,0.1383975026014568,9,3,0.14686468646864687,1,880,4,0,66,2,3,0.06896586105729074,3,1,10685,23457,1,1,1,20,4,2,80,1,17,2,3,17,14,5,15
1165,45,0.14956855225311602,1005,0.1383975026014568,28,2,0.24242313209808733,1,1719,4,0,48,2,4,0.02533683182797013,2,0,16704,17119,1,1,0,11,3,3,80,0,21,2,3,21,6,8,6
1166,34,0.14956855225311602,790,0.2062780269058296,24,4,0.13577586206896552,1,1489,1,0,40,2,2,0.17484662576687046,2,0,4599,7815,0,1,1,23,4,3,80,0,16,2,4,15,9,10,10
1167,50,0.2490974729235817,562,0.2062780269058296,8,2,0.24242313209808733,1,723,2,1,50,3,2,0.17484662576687046,3,1,6796,23452,3,1,1,14,3,1,80,1,18,4,3,4,3,1,3
1168,38,0.14956855225311602,343,0.1383975026014568,15,2,0.14686468646864687,1,461,3,1,92,2,3,0.02533683182797013,4,2,11510,15682,0,1,1,14,3,2,80,1,12,3,3,11,10,2,9
1169,43,0.2490974729235817,807,0.1383975026014568,17,3,0.24242313209808733,1,1767,3,1,38,2,1,0.16095890410958943,3,1,2437,15587,9,1,1,16,3,4,80,1,6,4,3,1,0,0,0
1170,35,0.14956855225311602,1229,0.1383975026014568,8,1,0.14686468646864687,1,63,4,1,36,4,1,0.23938223937897848,4,1,2269,4892,1,1,0,19,3,4,80,0,1,2,3,1,0,0,1
1171,45,0.14956855225311602,1268,0.2062780269058296,4,2,0.14686468646864687,1,240,3,0,30,3,2,0.17484662576687046,1,2,5006,6319,4,1,1,11,3,1,80,1,9,3,4,5,4,0,3
1172,41,0.14956855225311602,548,0.1383975026014568,9,4,0.14686468646864687,1,1772,3,1,94,3,1,0.23938223937897848,1,2,2289,20520,1,1,0,20,4,2,80,2,5,2,3,5,3,0,4
1173,29,0.14956855225311602,1401,0.1383975026014568,6,1,0.13577586206896552,1,1192,2,0,54,3,1,0.23938223937897848,4,1,3131,26342,1,1,0,13,3,1,80,1,10,5,3,10,8,0,8
1174,41,0.14956855225311602,447,0.1383975026014568,5,3,0.14686468646864687,1,1814,2,1,85,4,2,0.06870368828064846,2,0,6870,15530,3,1,0,12,3,1,80,0,11,3,1,3,2,1,2
1175,27,0.14956855225311602,135,0.1383975026014568,17,4,0.14686468646864687,1,1405,4,0,51,3,1,0.16095890410958943,3,0,2394,25681,1,1,1,13,3,4,80,0,8,2,3,8,2,7,7
1176,48,0.14956855225311602,467,0.1383975026014568,9,2,0.2201362200200489,1,1842,4,0,77,3,1,0.23938223937897848,2,1,2308,3597,6,1,0,11,3,3,80,1,10,3,1,7,6,6,6
1177,27,0.19124077216710533,1179,0.1383975026014568,9,1,0.20241332857481154,1,656,3,0,48,2,1,0.20654681373867748,2,0,3786,4636,1,1,1,17,3,2,80,0,8,3,3,8,4,5,6
1178,28,0.14956855225311602,845,0.1383975026014568,15,1,0.1372934949657103,1,321,2,1,85,2,1,0.1716920376851099,3,0,2539,14957,1,1,0,12,3,3,80,0,4,3,1,3,2,0,0
1179,52,0.14956855225311602,314,0.14458134859862082,7,2,0.2405456201169128,1,2009,3,1,70,2,1,0.2380259068249538,2,1,2338,3605,7,1,0,11,3,4,80,1,12,3,1,9,8,8,7
1180,30,0.13310274944281303,555,0.19021171186360808,10,3,0.22540319648706417,1,1788,2,0,59,1,1,0.34125249741402064,1,0,2652,14589,1,1,0,15,3,2,80,0,2,2,3,2,2,2,1
1181,42,0.14956855225311602,1301,0.1383975026014568,11,3,0.23257891787365334,1,125,2,0,51,3,5,0.027525744970794276,2,1,19573,16734,1,1,0,12,3,4,80,0,23,0,3,20,13,13,7
1182,27,0.12117691758137097,1011,0.2062780269058296,6,2,0.14169656825600638,1,683,2,0,62,3,2,0.17484662576687046,3,0,4630,24429,8,1,0,13,3,2,80,0,4,2,3,2,2,1,0
1183,47,0.14956855225311602,876,0.16217050080843226,6,3,0.13577586206896552,1,437,3,0,69,2,2,0.16582263763906438,2,1,5045,17757,2,1,0,16,3,1,80,0,11,3,2,5,1,4,4
1184,24,0.14956855225311602,1262,0.1383975026014568,18,3,0.13577586206896552,1,1080,1,0,54,2,1,0.21649683544228748,2,1,2442,19052,1,1,0,18,3,2,80,0,1,0,2,1,0,0,0
1185,31,0.1975083476877786,855,0.17358221922271744,20,3,0.13577586206896552,1,507,2,1,58,2,1,0.2059313003918305,1,1,3869,11579,1,1,0,14,3,2,80,0,7,2,2,3,2,1,2
1186,33,0.18718924912481438,660,0.1806200311077846,13,3,0.13996730008108993,1,1241,2,1,59,2,3,0.1347259126179563,1,1,10123,22050,6,1,0,15,3,2,80,0,13,2,3,8,7,3,0
1187,34,0.14956855225311602,986,0.2062780269058296,20,4,0.16065195759130935,1,1560,1,0,56,2,2,0.17484662576687046,1,0,5051,8063,1,1,1,20,3,2,80,0,16,2,3,11,6,7,7
1188,45,0.14956855225311602,1153,0.1383975026014568,8,4,0.14686468646864687,1,1170,2,1,80,3,1,0.16095890410958943,3,0,2817,10703,2,1,1,11,3,3,80,0,8,3,3,6,3,0,3
1189,33,0.21622779516161916,1040,0.2062780269058296,12,4,0.1347212250056722,1,1331,3,1,39,3,2,0.17484662576687046,3,0,4466,10776,2,1,0,21,3,1,80,0,11,2,3,8,6,4,5
1190,44,0.20585694975837104,1071,0.1383975026014568,8,2,0.14204712625499877,1,690,2,1,51,2,1,0.23938223937897848,3,2,2376,13729,5,1,1,13,3,4,80,1,3,2,2,1,0,0,0
1191,32,0.2490974729235817,920,0.1383975026014568,3,3,0.17110616068786144,1,654,1,1,62,3,1,0.16095890410958943,1,0,3078,3230,3,1,1,14,3,1,80,0,8,3,3,7,5,6,5
